Āfrika	Africa
Rietumbengāle	West Bengal
Zirnekļi	Spider
Zirnekļveidīgie	Arachnid
Helicerāti	Chelicerata
Posmkāji	Arthropod
Haidarābādu	Hyderabad
Islāmābāda	Islamabad
Tripura	Tripura
Auglis	Fruit
Kategorija:Portu	Category:Porto
Pērtiķi	Monkey
Nauda	Money
Virdžīnija	Virginia
Rietumvirdžīnija	West Virginia
Materhorns	Matterhorn
Dungeons & Dragons	Dungeons & Dragons
Dārzeņpipars	Capsicum annuum
Hūrons	Lake Huron
Ņujorka (štats)	New York
Cērijs	Cerium
Prazeodīms	Praseodymium
Rodailenda	Rhode Island
Neodīms	Neodymium
Kukaiņi	Insect
Mērilenda	Maryland
Delavēra	Delaware
Vladimirs Ļeņins	Vladimir Lenin
Eiropijs	Europium
Ohaio (štats)	Ohio
Vergilijs	Virgil
Nikolo Makjavelli	Niccolò Machiavelli
Pensilvānija	Pennsylvania
Frančesko Petrarka	Petrarch
Džovanni Bokačo	Giovanni Boccaccio
Luidži Pirandello	Luigi Pirandello
Iterzene	Uetersen
Oktaviāns	Augustus
Microsoft Windows	Microsoft Windows
Tibērijs	Tiberius
Ņūdžersija	New Jersey
Kaligula	Caligula
Gibraltārs	Gibraltar
Klaudijs	Claudius
Somu valoda	Finnish language
Nērons	Nero
Indiāna	Indiana
Otons	Otho
Vitēlijs	Vitellius
Nokia	Nokia
Vespasiāns	Vespasian
Automašīna	Car
Tits	Titus
Turīnas "Juventus"	Juventus F.C.
Domiciāns	Domitian
Nerva	Nerva
Trajāns	Trajan
Rodžers Federers	Roger Federer
Adriāns	Hadrian
Džordžija	Georgia (U.S. state)
Antonijs Pijs	Antoninus Pius
Marks Aurēlijs	Marcus Aurelius
KDE	KDE
Komods	Commodus
Zagreba	Zagreb
Rādžastāna	Rajasthan
Kampānija	Campania
Teksasa	Texas
Septimijs Severs	Septimius Severus
Molize	Molise
Tamilnāda	Tamil Nadu
Karakalla	Caracalla
Apūlija	Apulia
Dženova	Genoa
Bruno Mars	Bruno Mars
Pinatubo	Mount Pinatubo
Bazilikata	Basilicata
Ziemeļkarolīna	North Carolina
Lauka hokejs	Field hockey
Dienvidkarolīna	South Carolina
Dženovas "Sampdoria"	U.C. Sampdoria
Kalabrija	Calabria
Sicīlija	Sicily
Manila	Manila
Sardīnija	Sardinia
Ferdinands Markoss	Ferdinand Marcos
Sebu	Cebu City
Luāra (upe)	Loire
Moriss Kornēlijs Ešers	M. C. Escher
Sēna	Seine
Krona slimība	Crohn's disease
Davao	Davao City
Kesonsitija	Quezon City
Lemāna	Le Mans
Bordo	Bordeaux
Korasona Akino	Corazon Aquino
Sistēmiskā sarkanā vilkēde	Systemic lupus erythematosus
Buenosairesa	Buenos Aires
Urķis	Hacker (term)
Mehiko	Mexico City
Tokija	Tokyo
Lapasa	La Paz
Barselona	Barcelona
Ananass	Pineapple
Misisipi (štats)	Mississippi
Fernāns Magelāns	Ferdinand Magellan
Misisipi (upe)	Mississippi River
Utarpradēša	Uttar Pradesh
Utarakhanda	Uttarakhand
Mizorāma	Mizoram
Sikima	Sikkim
Patagonija	Patagonia
Tenesī	Tennessee
Rihards Vāgners	Richard Wagner
Roberts Luiss Stīvensons	Robert Louis Stevenson
Nāgpura	Nagpur
Dženisa Džoplina	Janis Joplin
Abidžana	Abidjan
Abū Dabī	Abu Dhabi
Astana	Astana
Ņūmeksika	New Mexico
Ramzess Lielais	Ramesses II
Atēnas	Athens
Minesota	Minnesota
Bagdāde	Baghdad
Karakasa	Caracas
Universālais koordinētais laiks	Coordinated Universal Time
Viskonsina	Wisconsin
Pune	Pune
Cicerons	Cicero
AC Milan	A.C. Milan
Sindija Lopere	Cyndi Lauper
Aiova	Iowa
Nebraska	Nebraska
Gvatemala (pilsēta)	Guatemala City
Kanzasa	Kansas
Havana	Havana
Tabaka	Tobacco
Hindi	Hindi
Marathu valoda	Marathi language
Internet Explorer	Internet Explorer
Cigarete	Cigarette
Ganēša	Ganesha
Misūri (štats)	Missouri
Georgs Simons Oms	Georg Ohm
Luiziāna	Louisiana
Nāgālenda	Nagaland
Kentuki	Kentucky
Tims Linsekums	Tim Lincecum
Alfa Romeo 159	Alfa Romeo 159
Ārkanzasa	Arkansas
Nīls Ārmstrongs	Neil Armstrong
Urdu	Urdu
Čārlzs Lindbergs	Charles Lindbergh
Sīgfrids Ēdstrems	Sigfrid Edström
Edīte Piafa	Édith Piaf
Osijeka	Osijek
Elba	Elbe
Rijeka	Rijeka
Emsa	Ems (river)
Oklahoma	Oklahoma
Vēzere	Weser
Johans Bleiks	Yohan Blake
Džastins Getlins	Justin Gatlin
Donava	Danube
Kirani Džeimss	Kirani James
Deivids Rudiša	David Rudisha
Splita	Split, Croatia
Rūra (upe)	Ruhr (river)
Žaks Brels	Jacques Brel
Mozele	Moselle
Maina	Main (river)
Mohameds Farahs	Mo Farah
Nekāra	Neckar
Ezekiels Kemboi	Ezekiel Kemboi
Zāle (upe)	Saale
Hāfele	Havel
Šprē	Spree
Džeisons Ričardsons	Jason Richardson
Elde	Elde
Felikss Sančess	Félix Sánchez
Ziemeļjūra	North Sea
Skageraks	Skagerrak
Maskavas apgabals	Moscow Oblast
Nesta Kārters	Nesta Carter
Ķīle	Kiel
Šverīne	Schwerin
Potsdama	Potsdam
Hannovere	Hanover
Diseldorfa	Düsseldorf
Mainca	Mainz
Vīsbādene	Wiesbaden
Dubrovnika	Dubrovnik
Zārbrikene	Saarbrücken
Minhene	Munich
Samaras apgabals	Samara Oblast
Erfurte	Erfurt
Drēzdene	Dresden
Magdeburga	Magdeburg
Volejbols	Volleyball
Insbruka	Innsbruck
Brēgenca	Bregenz
Vīne	Vienna
Reno Lavilenī	Renaud Lavillenie
Madonna (mūziķe)	Madonna (entertainer)
Kopenhāgena	Copenhagen
Kaļiņingradas apgabals	Kaliningrad Oblast
Stokholma	Stockholm
Tomašs Majevskis	Tomasz Majewski
Helsinki	Helsinki
Dāvids Štorls	David Storl
Murmanskas apgabals	Murmansk Oblast
Rīze Hofa	Reese Hoffa
Dublina	Dublin
Elagabals	Elagabalus
Murmanska	Murmansk
Reikjavīka	Reykjavík
Roberts Hartings	Robert Harting
Kakaši Hatake	Kakashi Hatake
Ella Ficdžeralda	Ella Fitzgerald
Tallina	Tallinn
Rīga	Riga
Zanzibāra	Zanzibar
Gerds Kanters	Gerd Kanter
Lūiss Ārmstrongs	Louis Armstrong
Bratislava	Bratislava
Budapešta	Budapest
Primožs Kozmuss	Primož Kozmus
Kodži Murofuši	Koji Murofushi
Šarls Aznavūrs	Charles Aznavour
Kešorns Volkots	Keshorn Walcott
Eštons Ītons	Ashton Eaton
Gdaņska	Gdańsk
Trejs Hārdijs	Trey Hardee
Frankfurte pie Mainas	Frankfurt
Vroclava	Wrocław
Kočina	Kochi
Lantāns	Lanthanum
Prometijs	Promethium
Astronomiskā vienība	Astronomical unit
Samārijs	Samarium
Bagio	Baguio
Ačeha	Aceh
Kaļiņingrada	Kaliningrad
Decijs	Decius
Gadolīnijs	Gadolinium
Death Note	Death Note
Zinedins Zidāns	Zinedine Zidane
Terbijs	Terbium
Katoļticība	Catholicism
Luksemburga (pilsēta)	Luxembourg (city)
Disprozijs	Dysprosium
Vaduca	Vaduz
Bībele	Bible
Holmijs	Holmium
Sanmarīno (pilsēta)	City of San Marino
Erbijs	Erbium
Pnompeņa	Phnom Penh
Arhangeļska	Arkhangelsk
Tūlijs	Thulium
Hošimina	Ho Chi Minh City
Iterbijs	Ytterbium
Lutēcijs	Lutetium
Hanoja	Hanoi
Patiesā Jēzus baznīca	True Jesus Church
Angļu valoda	English language
Bangkoka	Bangkok
Volina (pilsēta)	Wolin (town)
Andora la Velja	Andorra la Vella
Kualalumpūra	Kuala Lumpur
Taibei	Taipei
Amerīcijs	Americium
Odesa	Odessa
Arhangeļskas apgabals	Arkhangelsk Oblast
Kirijs	Curium
Donhoja	Đồng Hới
Konsepsjona	Concepción, Chile
Berklijs	Berkelium
Bergamo "Atalanta"	Atalanta B.C.
Kalifornijs	Californium
Diplomātija	Diplomacy
Boloņa	Bologna
Einšteinijs	Einsteinium
Bologna F.C. 1909	Bologna F.C. 1909
Petrozavodska	Petrozavodsk
Fermijs	Fermium
Kaljāri	Cagliari
Mendelevijs	Mendelevium
Kijeva	Kiev
Cagliari Calcio	Cagliari Calcio
Nobēlijs	Nobelium
Katānija	Catania
Ontārio	Ontario
Lourensijs	Lawrencium
Igo Loriss	Hugo Lloris
Olivjē Žirū	Olivier Giroud
Karīms Benzemā	Karim Benzema
Florāns Maluda	Florent Malouda
Karēlijas Republika	Republic of Karelia
Patriss Evra	Patrice Evra
Franks Riberī	Franck Ribéry
Samīrs Nasrī	Samir Nasri
Gaels Klišī	Gaël Clichy
Otava	Ottawa
Anja Pēšone	Anja Pärson
Ēriks Abidāls	Éric Abidal
Džibrils Sisē	Djibril Cissé
Viljams Galā	William Gallas
Bakarijs Saņa	Bacary Sagna
Nikolā Anelka	Nicolas Anelka
Abu Diabī	Abou Diaby
Benjamins Raihs	Benjamin Raich
Jupitera pavadoņi	Moons of Jupiter
Džūba	Juba
Manitoba	Manitoba
Alberto Tomba	Alberto Tomba
Alberta	Alberta
Jaunskotija	Nova Scotia
Erevāna	Yerevan
Hermanis Maiers	Hermann Maier
Vologda	Vologda
Koņskovola	Końskowola
Dāresalāma	Dar es Salaam
Hartūma	Khartoum
Ņūbransvika	New Brunswick
Formula 1	Formula One
Saturna pavadoņi	Moons of Saturn
Britu Kolumbija	British Columbia
Prinča Edvarda Sala (Kanāda)	Prince Edward Island
2000. gads	2000
2003. gads	2003
2002. gads	2002
2001. gads	2001
Saskačevana	Saskatchewan
2012. gads	2012
2011. gads	2011
2010. gads	2010
2009. gads	2009
Oglekļa dioksīds	Carbon dioxide
2013. gads	2013
2014. gads	2014
2015. gads	2015
Ņūfaundlenda un Labradora	Newfoundland and Labrador
2008. gads	2008
JavaScript	JavaScript
Ziemeļrietumu Teritorijas	Northwest Territories
Jukona (teritorija)	Yukon
2004. gads	2004
Vologdas apgabals	Vologda Oblast
2005. gads	2005
2006. gads	2006
Nunavuta	Nunavut
2007. gads	2007
Oglekļa monoksīds	Carbon monoxide
Verona	Verona
Ikaluita	Iqaluit
1900. gads	1900
1901. gads	1901
Fransuā Miterāns	François Mitterrand
Tits Līvijs	Livy
Džuzepe Farina	Giuseppe Farina
Šarls de Golls	Charles de Gaulle
1902. gads	1902
Florence	Florence
1903. gads	1903
1904. gads	1904
1905. gads	1905
1907. gads	1907
1906. gads	1906
ACF Fiorentina	ACF Fiorentina
HTML5	HTML5
Seneka Jaunākais	Seneca the Younger
1908. gads	1908
1909. gads	1909
1992. gads	1992
Jelounaifa	Yellowknife
1991. gads	1991
JSON	JSON
1990. gads	1990
1993. gads	1993
Esene	Essen
1994. gads	1994
1995. gads	1995
Huans Manuels Fanhio	Juan Manuel Fangio
1996. gads	1996
Deivids Linčs	David Lynch
Marsels Hiršers	Marcel Hirscher
Komi	Komi Republic
Genoa C.F.C.	Genoa C.F.C.
1910. gads	1910
1911. gads	1911
1912. gads	1912
Leipciga	Leipzig
1913. gads	1913
Sentdžonsa (Kanāda)	St. John's, Newfoundland and Labrador
1914. gads	1914
1915. gads	1915
Alberto Askari	Alberto Ascari
1916. gads	1916
1997. gads	1997
1998. gads	1998
Nirnberga	Nuremberg
1999. gads	1999
1917. gads	1917
1918. gads	1918
Pārtika	Food
Edmontona	Edmonton
Hjētils Andrē Omots	Kjetil André Aamodt
Dīsburga	Duisburg
Čūskas	Snake
Bohuma	Bochum
Maiks Hotorns	Mike Hawthorn
Žaks Širaks	Jacques Chirac
Vupertāle	Wuppertal
Gaismas ātrums	Speed of light
Bīlefelde	Bielefeld
XML	XML
Manheima	Mannheim
Orālais sekss	Oral sex
Ridžaina	Regina, Saskatchewan
Valerī Žiskārs d'Estēns	Valéry Giscard d'Estaing
Džeks Brebems	Jack Brabham
Neitrīno	Neutrino
Bode Millers	Bode Miller
Viktorija (Kanāda)	Victoria, British Columbia
LOL	LOL
Vinipega	Winnipeg
Neptūna pavadoņi	Moons of Neptune
Helifeksa	Halifax, Nova Scotia
Siktivkara	Syktyvkar
Čerepoveca	Cherepovets
Kvebeka (pilsēta)	Quebec City
UTC-12	UTC−12:00
1. janvāris	January 1
2. janvāris	January 2
Urāna pavadoņi	Moons of Uranus
UTC-11	UTC−11:00
1920. gads	1920
3. janvāris	January 3
1919. gads	1919
Tacits	Tacitus
1921. gads	1921
Ņencu autonomais apvidus	Nenets Autonomous Okrug
1922. gads	1922
Lunda	Lund
4. janvāris	January 4
1923. gads	1923
Biobio reģions	Bío Bío Region
UTC-9:30	UTC−09:30
Lenss Ārmstrongs	Lance Armstrong
1924. gads	1924
Narjanmara	Naryan-Mar
Asteroīdu josla	Asteroid belt
UTC-9	UTC−09:00
Krievijas PFSR	Russian Soviet Federative Socialist Republic
Žoržs Pompidū	Georges Pompidou
Ļeņingradas apgabals	Leningrad Oblast
JPEG	JPEG
Pundurplanēta	Dwarf planet
Kick-Ass: Jaunie supervaroņi	Kick-Ass (film)
5. janvāris	January 5
Arika	Arica
UTC-8	UTC−08:00
Malme	Malmö
UTC-7	UTC−07:00
Pleskava	Pskov
Pleskavas apgabals	Pskov Oblast
Sizraņa	Syzran
6. janvāris	January 6
Krusttēva Toma būda	Uncle Tom's Cabin
Elektrons	Electron
7. janvāris	January 7
8. janvāris	January 8
Veļikijnovgoroda	Veliky Novgorod
9. janvāris	January 9
Novgorodas apgabals	Novgorod Oblast
10. janvāris	January 10
Ņižņijnovgorodas apgabals	Nizhny Novgorod Oblast
11. janvāris	January 11
12. janvāris	January 12
Kolumbija (upe)	Columbia River
Bazs Oldrins	Buzz Aldrin
Scīpions Afrikānis	Scipio Africanus
13. janvāris	January 13
Birmingema	Birmingham
14. janvāris	January 14
15. janvāris	January 15
16. janvāris	January 16
Toms Henkss	Tom Hanks
17. janvāris	January 17
18. janvāris	January 18
19. janvāris	January 19
20. janvāris	January 20
Rūpnieciskā revolūcija	Industrial Revolution
Benzols	Benzene
21. janvāris	January 21
22. janvāris	January 22
23. janvāris	January 23
Romas impērija	Roman Empire
24. janvāris	January 24
25. janvāris	January 25
Minska	Minsk
26. janvāris	January 26
Microsoft	Microsoft
27. janvāris	January 27
28. janvāris	January 28
29. janvāris	January 29
30. janvāris	January 30
Tvera	Tver
31. janvāris	January 31
Tveras apgabals	Tver Oblast
Protons	Proton
2. decembris	December 2
1. decembris	December 1
3. decembris	December 3
7. decembris	December 7
5. decembris	December 5
8. decembris	December 8
10. decembris	December 10
6. decembris	December 6
9. decembris	December 9
Pink Floyd	Pink Floyd
4. decembris	December 4
EADS	Airbus Group
1. februāris	February 1
2. februāris	February 2
Nātrija hlorīds	Sodium chloride
3. februāris	February 3
Kurova	Kurów
4. februāris	February 4
5. februāris	February 5
6. februāris	February 6
7. februāris	February 7
8. februāris	February 8
9. februāris	February 9
10. februāris	February 10
Ķīmija	Chemistry
Nikijs Pedersens	Nicki Pedersen
Led Zeppelin	Led Zeppelin
14. februāris	February 14
13. februāris	February 13
15. februāris	February 15
11. februāris	February 11
12. februāris	February 12
Smoļenska	Smolensk
1. kavalērijas divīzija (ASV)	1st Cavalry Division (United States)
Robins van Persijs	Robin van Persie
19. februāris	February 19
17. februāris	February 17
16. februāris	February 16
18. februāris	February 18
20. februāris	February 20
Divpadsmit saniknotu vīru	12 Angry Men (1957 film)
Analītiskā ķīmija	Analytical chemistry
Smoļenskas apgabals	Smolensk Oblast
Neitrons	Neutron
21. februāris	February 21
22. februāris	February 22
23. februāris	February 23
24. februāris	February 24
25. februāris	February 25
76. gvardes gaisa desanta divīzija	76th Guards Air Assault Division
26. februāris	February 26
27. gads	27
27. februāris	February 27
28. februāris	February 28
11. decembris	December 11
29. februāris	February 29
Bliss	Bliss (image)
12. decembris	December 12
C sharp	C Sharp (programming language)
Sid Meier's Civilization IV	Civilization IV
13. decembris	December 13
14. decembris	December 14
15. decembris	December 15
Sid Meier's Civilization V	Civilization V
2. marts	March 2
3. marts	March 3
5. marts	March 5
1. marts	March 1
7. marts	March 7
8. marts	March 8
4. marts	March 4
10. marts	March 10
11. marts	March 11
6. marts	March 6
13. marts	March 13
9. marts	March 9
12. marts	March 12
15. marts	March 15
14. marts	March 14
C++	C++
Sālsskābe	Hydrochloric acid
16. decembris	December 16
17. decembris	December 17
Krisjānsanna	Kristiansand
16. marts	March 16
17. marts	March 17
18. marts	March 18
Jaroslavļa	Yaroslavl
19. marts	March 19
1989. gads	1989
1988. gads	1988
20. marts	March 20
1987. gads	1987
1986. gads	1986
1985. gads	1985
1984. gads	1984
21. marts	March 21
1983. gads	1983
22. marts	March 22
1982. gads	1982
1981. gads	1981
18. decembris	December 18
1980. gads	1980
23. marts	March 23
Jaroslavļas apgabals	Yaroslavl Oblast
Mogadīšo	Mogadishu
19. decembris	December 19
24. marts	March 24
25. marts	March 25
20. decembris	December 20
26. marts	March 26
27. marts	March 27
28. marts	March 28
29. marts	March 29
30. marts	March 30
31. marts	March 31
Aljē	Allier (river)
Naso	Nassau, Bahamas
Fluorūdeņradis	Hydrogen fluoride
Andromedas galaktika	Andromeda Galaxy
Sana	Sana'a
1970. gads	1970
1971. gads	1971
1972. gads	1972
1973. gads	1973
1974. gads	1974
1975. gads	1975
1976. gads	1976
1977. gads	1977
1978. gads	1978
1979. gads	1979
1969. gads	1969
Trīsdesmitgadu karš	Thirty Years' War
Tarbozaurs	Tarbosaurus
Konrāds Adenauers	Konrad Adenauer
Datu saspiešana	Data compression
Benedikts XVI	Pope Benedict XVI
15. aprīlis	April 15
13. aprīlis	April 13
12. aprīlis	April 12
14. aprīlis	April 14
11. aprīlis	April 11
10. aprīlis	April 10
8. aprīlis	April 8
9. aprīlis	April 9
7. aprīlis	April 7
6. aprīlis	April 6
5. aprīlis	April 5
4. aprīlis	April 4
3. aprīlis	April 3
1. aprīlis	April 1
2. aprīlis	April 2
Habla kosmiskais teleskops	Hubble Space Telescope
Villijs Brants	Willy Brandt
Helmūts Šmits	Helmut Schmidt
Helmūts Kols	Helmut Kohl
16. aprīlis	April 16
17. aprīlis	April 17
18. aprīlis	April 18
19. aprīlis	April 19
20. aprīlis	April 20
21. aprīlis	April 21
22. aprīlis	April 22
23. aprīlis	April 23
24. aprīlis	April 24
Gerhards Šrēders	Gerhard Schröder
25. aprīlis	April 25
26. aprīlis	April 26
27. aprīlis	April 27
28. aprīlis	April 28
29. aprīlis	April 29
30. aprīlis	April 30
Dabiskais pavadonis	Natural satellite
Joahims Gauks	Joachim Gauck
Mašīnmācīšanās	Machine learning
Kristians Vulfs	Christian Wulff
Horsts Kēlers	Horst Köhler
1. maijs	May 1
2. maijs	May 2
Kālija bromīds	Potassium bromide
3. maijs	May 3
4. maijs	May 4
5. maijs	May 5
6. maijs	May 6
7. maijs	May 7
8. maijs	May 8
9. maijs	May 9
10. maijs	May 10
11. maijs	May 11
12. maijs	May 12
13. maijs	May 13
14. maijs	May 14
15. maijs	May 15
Titāns (pavadonis)	Titan (moon)
Rihards fon Veiczekers	Richard von Weizsäcker
16. maijs	May 16
17. maijs	May 17
18. maijs	May 18
19. maijs	May 19
20. maijs	May 20
21. maijs	May 21
22. maijs	May 22
23. maijs	May 23
24. maijs	May 24
25. maijs	May 25
26. maijs	May 26
27. maijs	May 27
28. maijs	May 28
29. maijs	May 29
30. maijs	May 30
31. maijs	May 31
Kostroma	Kostroma
Kostromas apgabals	Kostroma Oblast
Pols Makartnijs	Paul McCartney
Egons Krencs	Egon Krenz
21. decembris	December 21
Pijs XII	Pope Pius XII
Ērihs Honekers	Erich Honecker
Romas "Lazio"	S.S. Lazio
14. jūnijs	June 14
15. jūnijs	June 15
13. jūnijs	June 13
10. jūnijs	June 10
7. jūnijs	June 7
11. jūnijs	June 11
9. jūnijs	June 9
12. jūnijs	June 12
6. jūnijs	June 6
8. jūnijs	June 8
5. jūnijs	June 5
3. jūnijs	June 3
2. jūnijs	June 2
1. jūnijs	June 1
4. jūnijs	June 4
Ivanova	Ivanovo
Ringo Stārs	Ringo Starr
Neapole	Naples
22. decembris	December 22
SSC Napoli	S.S.C. Napoli
Džordžs Harisons	George Harrison
1968. gads	1968
Frīdrihs Eberts	Friedrich Ebert
1967. gads	1967
1966. gads	1966
1965. gads	1965
1964. gads	1964
16. jūnijs	June 16
Ivanovas apgabals	Ivanovo Oblast
Džons Franklins	John Franklin
Palermo	Palermo
30. jūnijs	June 30
Gausa izslēgšanas metode	Gaussian elimination
29. jūnijs	June 29
28. jūnijs	June 28
26. jūnijs	June 26
25. jūnijs	June 25
22. jūnijs	June 22
27. jūnijs	June 27
24. jūnijs	June 24
20. jūnijs	June 20
Pauls fon Hindenburgs	Paul von Hindenburg
23. jūnijs	June 23
19. jūnijs	June 19
18. jūnijs	June 18
21. jūnijs	June 21
17. jūnijs	June 17
Čaks Noriss	Chuck Norris
U.S. Città di Palermo	U.S. Città di Palermo
23. decembris	December 23
Vilhelms II Hohencollerns	Wilhelm II, German Emperor
Gomeļa	Gomel
Brūss Viliss	Bruce Willis
Parma	Parma
Vladimira	Vladimir
Arnolds Švarcenegers	Arnold Schwarzenegger
15. jūlijs	July 15
13. jūlijs	July 13
12. jūlijs	July 12
10. jūlijs	July 10
9. jūlijs	July 9
14. jūlijs	July 14
8. jūlijs	July 8
Parma FC	Parma F.C.
7. jūlijs	July 7
6. jūlijs	July 6
5. jūlijs	July 5
2. jūlijs	July 2
4. jūlijs	July 4
3. jūlijs	July 3
1. jūlijs	July 1
11. jūlijs	July 11
Vladimiras apgabals	Vladimir Oblast
Peskāra	Pescara
24. decembris	December 24
Brēmerhāfene	Bremerhaven
Saša Greja	Sasha Grey
Watford F.C.	Watford F.C.
31. jūlijs	July 31
30. jūlijs	July 30
29. jūlijs	July 29
28. jūlijs	July 28
27. jūlijs	July 27
25. jūlijs	July 25
24. jūlijs	July 24
23. jūlijs	July 23
26. jūlijs	July 26
22. jūlijs	July 22
19. jūlijs	July 19
21. jūlijs	July 21
20. jūlijs	July 20
17. jūlijs	July 17
18. jūlijs	July 18
16. jūlijs	July 16
Skerņevice	Skierniewice
Futbols	Association football
Luijs de Finess	Louis de Funès
AS Roma	A.S. Roma
Minstere	Münster
X-faili. Slepenās lietas	The X-Files
25. decembris	December 25
Rjazaņa	Ryazan
Augsburga	Augsburg
Sjēna	Siena
Rjazaņas apgabals	Ryazan Oblast
Jaroslavs Hašeks	Jaroslav Hašek
1963. gads	1963
Lehs Kačiņskis	Lech Kaczyński
Menhengladbaha	Mönchengladbach
26. decembris	December 26
Holokausts	The Holocaust
1962. gads	1962
Gelzenkirhene	Gelsenkirchen
IPhone	IPhone
Torino F.C.	Torino F.C.
Tula	Tula, Russia
Braunšveiga	Braunschweig
14. augusts	August 14
15. augusts	August 15
13. augusts	August 13
12. augusts	August 12
11. augusts	August 11
10. augusts	August 10
8. augusts	August 8
7. augusts	August 7
9. augusts	August 9
5. augusts	August 5
4. augusts	August 4
2. augusts	August 2
3. augusts	August 3
6. augusts	August 6
1. augusts	August 1
Udīne	Udine
Džeronimo	Geronimo
Tulas apgabals	Tula Oblast
Brāļi Grimmi	Brothers Grimm
Hemnica	Chemnitz
IPad	IPad
Udinese Calcio	Udinese Calcio
27. decembris	December 27
Brjanska	Bryansk
Krēfelde	Krefeld
Madride	Madrid
Eltons Džons	Elton John
Brjanskas apgabals	Bryansk Oblast
Zemūdene	Submarine
16. augusts	August 16
Coca-Cola	Coca-Cola
Halle	Halle (Saale)
29. augusts	August 29
28. augusts	August 28
30. augusts	August 30
25. augusts	August 25
26. augusts	August 26
23. augusts	August 23
27. augusts	August 27
21. augusts	August 21
20. augusts	August 20
24. augusts	August 24
18. augusts	August 18
17. augusts	August 17
22. augusts	August 22
19. augusts	August 19
31. augusts	August 31
Maikls Džeksons	Michael Jackson
28. decembris	December 28
Freiburga	Freiburg im Breisgau
Kaluga	Kaluga
Oberhauzene	Oberhausen
Gripa	Influenza
Bogota	Bogotá
Kalugas apgabals	Kaluga Oblast
Lībeka	Lübeck
Brazilja	Brasília
Marihuāna	Cannabis (drug)
15. septembris	September 15
14. septembris	September 14
13. septembris	September 13
12. septembris	September 12
8. septembris	September 8
11. septembris	September 11
7. septembris	September 7
10. septembris	September 10
5. septembris	September 5
4. septembris	September 4
9. septembris	September 9
2. septembris	September 2
6. septembris	September 6
1. septembris	September 1
3. septembris	September 3
Rostoka	Rostock
29. decembris	December 29
Odekolons	Eau de Cologne
Kasele	Kassel
Aleksandrs Lukašenko	Alexander Lukashenko
Lima	Lima
Vējiem līdzi (filma)	Gone with the Wind (film)
Ziemeļrietummēklenburgas apriņķis	Nordwestmecklenburg
Kanādas provinces un teritorijas	Provinces and territories of Canada
30. septembris	September 30
29. septembris	September 29
28. septembris	September 28
27. septembris	September 27
26. septembris	September 26
25. septembris	September 25
Santjago	Santiago
23. septembris	September 23
22. septembris	September 22
24. septembris	September 24
21. septembris	September 21
20. septembris	September 20
18. septembris	September 18
17. septembris	September 17
Baltkrievijas PSR	Byelorussian Soviet Socialist Republic
19. septembris	September 19
16. septembris	September 16
Rostokas apriņķis	Rostock (district)
