Aphrika	Africa
23 ñiqin qhulla puquy killapi	January 23
Rumaki qhapaq llaqta	Roman Empire
24 ñiqin qhulla puquy killapi	January 24
25 ñiqin qhulla puquy killapi	January 25
Minsk	Minsk
26 ñiqin qhulla puquy killapi	January 26
Microsoft	Microsoft
27 ñiqin qhulla puquy killapi	January 27
28 ñiqin qhulla puquy killapi	January 28
29 ñiqin qhulla puquy killapi	January 29
30 ñiqin qhulla puquy killapi	January 30
31 ñiqin qhulla puquy killapi	January 31
Prutun	Proton
2 ñiqin qhapaq raymi killapi	December 2
1 ñiqin qhapaq raymi killapi	December 1
3 ñiqin qhapaq raymi killapi	December 3
7 ñiqin qhapaq raymi killapi	December 7
5 ñiqin qhapaq raymi killapi	December 5
8 ñiqin qhapaq raymi killapi	December 8
10 ñiqin qhapaq raymi killapi	December 10
6 ñiqin qhapaq raymi killapi	December 6
9 ñiqin qhapaq raymi killapi	December 9
Pink Floyd	Pink Floyd
4 ñiqin qhapaq raymi killapi	December 4
1 ñiqin hatun puquy killapi	February 1
2 ñiqin hatun puquy killapi	February 2
Yanuna kachi	Sodium chloride
3 ñiqin hatun puquy killapi	February 3
Kurów	Kurów
4 ñiqin hatun puquy killapi	February 4
5 ñiqin hatun puquy killapi	February 5
6 ñiqin hatun puquy killapi	February 6
7 ñiqin hatun puquy killapi	February 7
8 ñiqin hatun puquy killapi	February 8
9 ñiqin hatun puquy killapi	February 9
10 ñiqin hatun puquy killapi	February 10
Chaqllisinchi	Chemistry
14 ñiqin hatun puquy killapi	February 14
13 ñiqin hatun puquy killapi	February 13
15 ñiqin hatun puquy killapi	February 15
11 ñiqin hatun puquy killapi	February 11
12 ñiqin hatun puquy killapi	February 12
Robin van Persie	Robin van Persie
19 ñiqin hatun puquy killapi	February 19
17 ñiqin hatun puquy killapi	February 17
16 ñiqin hatun puquy killapi	February 16
18 ñiqin hatun puquy killapi	February 18
20 ñiqin hatun puquy killapi	February 20
Niwtrun	Neutron
21 ñiqin hatun puquy killapi	February 21
22 ñiqin hatun puquy killapi	February 22
23 ñiqin hatun puquy killapi	February 23
24 ñiqin hatun puquy killapi	February 24
25 ñiqin hatun puquy killapi	February 25
26 ñiqin hatun puquy killapi	February 26
27	27
27 ñiqin hatun puquy killapi	February 27
28 ñiqin hatun puquy killapi	February 28
11 ñiqin qhapaq raymi killapi	December 11
29 ñiqin hatun puquy killapi	February 29
12 ñiqin qhapaq raymi killapi	December 12
13 ñiqin qhapaq raymi killapi	December 13
14 ñiqin qhapaq raymi killapi	December 14
15 ñiqin qhapaq raymi killapi	December 15
2 ñiqin pawqar waray killapi	March 2
3 ñiqin pawqar waray killapi	March 3
5 ñiqin pawqar waray killapi	March 5
1 ñiqin pawqar waray killapi	March 1
7 ñiqin pawqar waray killapi	March 7
8 ñiqin pawqar waray killapi	March 8
4 ñiqin pawqar waray killapi	March 4
10 ñiqin pawqar waray killapi	March 10
11 ñiqin pawqar waray killapi	March 11
6 ñiqin pawqar waray killapi	March 6
13 ñiqin pawqar waray killapi	March 13
9 ñiqin pawqar waray killapi	March 9
12 ñiqin pawqar waray killapi	March 12
15 ñiqin pawqar waray killapi	March 15
14 ñiqin pawqar waray killapi	March 14
16 ñiqin qhapaq raymi killapi	December 16
17 ñiqin qhapaq raymi killapi	December 17
16 ñiqin pawqar waray killapi	March 16
17 ñiqin pawqar waray killapi	March 17
18 ñiqin pawqar waray killapi	March 18
Jaroslavl	Yaroslavl
19 ñiqin pawqar waray killapi	March 19
1989	1989
1988	1988
20 ñiqin pawqar waray killapi	March 20
1987	1987
1986	1986
1985	1985
1984	1984
21 ñiqin pawqar waray killapi	March 21
1983	1983
22 ñiqin pawqar waray killapi	March 22
1982	1982
1981	1981
18 ñiqin qhapaq raymi killapi	December 18
1980	1980
23 ñiqin pawqar waray killapi	March 23
Mugadishu	Mogadishu
19 ñiqin qhapaq raymi killapi	December 19
24 ñiqin pawqar waray killapi	March 24
25 ñiqin pawqar waray killapi	March 25
20 ñiqin qhapaq raymi killapi	December 20
26 ñiqin pawqar waray killapi	March 26
27 ñiqin pawqar waray killapi	March 27
28 ñiqin pawqar waray killapi	March 28
29 ñiqin pawqar waray killapi	March 29
30 ñiqin pawqar waray killapi	March 30
31 ñiqin pawqar waray killapi	March 31
Nassau	Nassau, Bahamas
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Konrad Adenauer	Konrad Adenauer
Binidiktu XVI	Pope Benedict XVI
15 ñiqin ayriway killapi	April 15
13 ñiqin ayriway killapi	April 13
12 ñiqin ayriway killapi	April 12
14 ñiqin ayriway killapi	April 14
11 ñiqin ayriway killapi	April 11
10 ñiqin ayriway killapi	April 10
8 ñiqin ayriway killapi	April 8
9 ñiqin ayriway killapi	April 9
7 ñiqin ayriway killapi	April 7
6 ñiqin ayriway killapi	April 6
5 ñiqin ayriway killapi	April 5
4 ñiqin ayriway killapi	April 4
3 ñiqin ayriway killapi	April 3
1 ñiqin ayriway killapi	April 1
2 ñiqin ayriway killapi	April 2
Willy Brandt	Willy Brandt
Helmut Schmidt	Helmut Schmidt
Helmut Kohl	Helmut Kohl
16 ñiqin ayriway killapi	April 16
17 ñiqin ayriway killapi	April 17
18 ñiqin ayriway killapi	April 18
19 ñiqin ayriway killapi	April 19
20 ñiqin ayriway killapi	April 20
21 ñiqin ayriway killapi	April 21
22 ñiqin ayriway killapi	April 22
23 ñiqin ayriway killapi	April 23
24 ñiqin ayriway killapi	April 24
Gerhard Schröder	Gerhard Schröder
25 ñiqin ayriway killapi	April 25
26 ñiqin ayriway killapi	April 26
27 ñiqin ayriway killapi	April 27
28 ñiqin ayriway killapi	April 28
29 ñiqin ayriway killapi	April 29
30 ñiqin ayriway killapi	April 30
Killa Satiliti	Natural satellite
Joachim Gauck	Joachim Gauck
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
1 ñiqin aymuray killapi	May 1
2 ñiqin aymuray killapi	May 2
3 ñiqin aymuray killapi	May 3
4 ñiqin aymuray killapi	May 4
5 ñiqin aymuray killapi	May 5
6 ñiqin aymuray killapi	May 6
7 ñiqin aymuray killapi	May 7
8 ñiqin aymuray killapi	May 8
9 ñiqin aymuray killapi	May 9
10 ñiqin aymuray killapi	May 10
11 ñiqin aymuray killapi	May 11
12 ñiqin aymuray killapi	May 12
13 ñiqin aymuray killapi	May 13
14 ñiqin aymuray killapi	May 14
15 ñiqin aymuray killapi	May 15
16 ñiqin aymuray killapi	May 16
17 ñiqin aymuray killapi	May 17
18 ñiqin aymuray killapi	May 18
19 ñiqin aymuray killapi	May 19
20 ñiqin aymuray killapi	May 20
21 ñiqin aymuray killapi	May 21
22 ñiqin aymuray killapi	May 22
23 ñiqin aymuray killapi	May 23
24 ñiqin aymuray killapi	May 24
25 ñiqin aymuray killapi	May 25
26 ñiqin aymuray killapi	May 26
27 ñiqin aymuray killapi	May 27
28 ñiqin aymuray killapi	May 28
29 ñiqin aymuray killapi	May 29
30 ñiqin aymuray killapi	May 30
31 ñiqin aymuray killapi	May 31
Paul MacCartney	Paul McCartney
21 ñiqin qhapaq raymi killapi	December 21
Piyu XII	Pope Pius XII
Erich Honecker	Erich Honecker
SS Lazio	S.S. Lazio
14 ñiqin inti raymi killapi	June 14
15 ñiqin inti raymi killapi	June 15
13 ñiqin inti raymi killapi	June 13
10 ñiqin inti raymi killapi	June 10
7 ñiqin inti raymi killapi	June 7
11 ñiqin inti raymi killapi	June 11
9 ñiqin inti raymi killapi	June 9
12 ñiqin inti raymi killapi	June 12
6 ñiqin inti raymi killapi	June 6
8 ñiqin inti raymi killapi	June 8
5 ñiqin inti raymi killapi	June 5
3 ñiqin inti raymi killapi	June 3
2 ñiqin inti raymi killapi	June 2
1 ñiqin inti raymi killapi	June 1
4 ñiqin inti raymi killapi	June 4
Napoli	Naples
22 ñiqin qhapaq raymi killapi	December 22
SSC Napoli	S.S.C. Napoli
George Harrison	George Harrison
1968	1968
Friedrich Ebert	Friedrich Ebert
1967	1967
1966	1966
1965	1965
1964	1964
16 ñiqin inti raymi killapi	June 16
Palermo	Palermo
30 ñiqin inti raymi killapi	June 30
29 ñiqin inti raymi killapi	June 29
28 ñiqin inti raymi killapi	June 28
26 ñiqin inti raymi killapi	June 26
25 ñiqin inti raymi killapi	June 25
22 ñiqin inti raymi killapi	June 22
27 ñiqin inti raymi killapi	June 27
24 ñiqin inti raymi killapi	June 24
20 ñiqin inti raymi killapi	June 20
Paul von Hindenburg	Paul von Hindenburg
23 ñiqin inti raymi killapi	June 23
19 ñiqin inti raymi killapi	June 19
18 ñiqin inti raymi killapi	June 18
21 ñiqin inti raymi killapi	June 21
17 ñiqin inti raymi killapi	June 17
23 ñiqin qhapaq raymi killapi	December 23
Wilhelm II	Wilhelm II, German Emperor
Parma	Parma
Vladimir	Vladimir
15 ñiqin anta situwa killapi	July 15
13 ñiqin anta situwa killapi	July 13
12 ñiqin anta situwa killapi	July 12
10 ñiqin anta situwa killapi	July 10
9 ñiqin anta situwa killapi	July 9
14 ñiqin anta situwa killapi	July 14
8 ñiqin anta situwa killapi	July 8
Parma FC	Parma F.C.
7 ñiqin anta situwa killapi	July 7
6 ñiqin anta situwa killapi	July 6
5 ñiqin anta situwa killapi	July 5
2 ñiqin anta situwa killapi	July 2
4 ñiqin anta situwa killapi	July 4
3 ñiqin anta situwa killapi	July 3
1 ñiqin anta situwa killapi	July 1
11 ñiqin anta situwa killapi	July 11
24 ñiqin qhapaq raymi killapi	December 24
31 ñiqin anta situwa killapi	July 31
30 ñiqin anta situwa killapi	July 30
29 ñiqin anta situwa killapi	July 29
28 ñiqin anta situwa killapi	July 28
27 ñiqin anta situwa killapi	July 27
25 ñiqin anta situwa killapi	July 25
24 ñiqin anta situwa killapi	July 24
23 ñiqin anta situwa killapi	July 23
26 ñiqin anta situwa killapi	July 26
22 ñiqin anta situwa killapi	July 22
19 ñiqin anta situwa killapi	July 19
21 ñiqin anta situwa killapi	July 21
20 ñiqin anta situwa killapi	July 20
17 ñiqin anta situwa killapi	July 17
18 ñiqin anta situwa killapi	July 18
16 ñiqin anta situwa killapi	July 16
Piluta hayt'ay	Association football
AS Roma	A.S. Roma
25 ñiqin qhapaq raymi killapi	December 25
Siena	Siena
1963	1963
Lech Kaczyński	Lech Kaczyński
26 ñiqin qhapaq raymi killapi	December 26
Ulukawstu	The Holocaust
1962	1962
14 ñiqin chakra yapuy killapi	August 14
15 ñiqin chakra yapuy killapi	August 15
13 ñiqin chakra yapuy killapi	August 13
12 ñiqin chakra yapuy killapi	August 12
11 ñiqin chakra yapuy killapi	August 11
10 ñiqin chakra yapuy killapi	August 10
8 ñiqin chakra yapuy killapi	August 8
7 ñiqin chakra yapuy killapi	August 7
9 ñiqin chakra yapuy killapi	August 9
5 ñiqin chakra yapuy killapi	August 5
4 ñiqin chakra yapuy killapi	August 4
2 ñiqin chakra yapuy killapi	August 2
3 ñiqin chakra yapuy killapi	August 3
6 ñiqin chakra yapuy killapi	August 6
1 ñiqin chakra yapuy killapi	August 1
Grimm wawqikuna	Brothers Grimm
27 ñiqin qhapaq raymi killapi	December 27
Madrid	Madrid
Elton John	Elton John
16 ñiqin chakra yapuy killapi	August 16
29 ñiqin chakra yapuy killapi	August 29
28 ñiqin chakra yapuy killapi	August 28
30 ñiqin chakra yapuy killapi	August 30
25 ñiqin chakra yapuy killapi	August 25
26 ñiqin chakra yapuy killapi	August 26
23 ñiqin chakra yapuy killapi	August 23
27 ñiqin chakra yapuy killapi	August 27
21 ñiqin chakra yapuy killapi	August 21
20 ñiqin chakra yapuy killapi	August 20
24 ñiqin chakra yapuy killapi	August 24
18 ñiqin chakra yapuy killapi	August 18
17 ñiqin chakra yapuy killapi	August 17
22 ñiqin chakra yapuy killapi	August 22
19 ñiqin chakra yapuy killapi	August 19
31 ñiqin chakra yapuy killapi	August 31
Michael Jackson	Michael Jackson
28 ñiqin qhapaq raymi killapi	December 28
Chhulli	Influenza
Bogotá	Bogotá
Brasilia	Brasília
15 ñiqin tarpuy killapi	September 15
14 ñiqin tarpuy killapi	September 14
13 ñiqin tarpuy killapi	September 13
12 ñiqin tarpuy killapi	September 12
8 ñiqin tarpuy killapi	September 8
11 ñiqin tarpuy killapi	September 11
7 ñiqin tarpuy killapi	September 7
10 ñiqin tarpuy killapi	September 10
5 ñiqin tarpuy killapi	September 5
4 ñiqin tarpuy killapi	September 4
9 ñiqin tarpuy killapi	September 9
2 ñiqin tarpuy killapi	September 2
6 ñiqin tarpuy killapi	September 6
1 ñiqin tarpuy killapi	September 1
3 ñiqin tarpuy killapi	September 3
29 ñiqin qhapaq raymi killapi	December 29
Aleksandr Lukașenko	Alexander Lukashenko
Limaq	Lima
30 ñiqin tarpuy killapi	September 30
29 ñiqin tarpuy killapi	September 29
28 ñiqin tarpuy killapi	September 28
27 ñiqin tarpuy killapi	September 27
26 ñiqin tarpuy killapi	September 26
25 ñiqin tarpuy killapi	September 25
Chili Santiyayu	Santiago
23 ñiqin tarpuy killapi	September 23
22 ñiqin tarpuy killapi	September 22
24 ñiqin tarpuy killapi	September 24
21 ñiqin tarpuy killapi	September 21
20 ñiqin tarpuy killapi	September 20
18 ñiqin tarpuy killapi	September 18
17 ñiqin tarpuy killapi	September 17
19 ñiqin tarpuy killapi	September 19
16 ñiqin tarpuy killapi	September 16
Kitu	Quito
30 ñiqin qhapaq raymi killapi	December 30
Chuqichaka	Sucre
Antoine de Saint-Exupéry	Antoine de Saint-Exupéry
31 ñiqin qhapaq raymi killapi	December 31
1 ñiqin kantaray killapi	October 1
15 ñiqin kantaray killapi	October 15
12 ñiqin kantaray killapi	October 12
10 ñiqin kantaray killapi	October 10
14 ñiqin kantaray killapi	October 14
9 ñiqin kantaray killapi	October 9
8 ñiqin kantaray killapi	October 8
13 ñiqin kantaray killapi	October 13
7 ñiqin kantaray killapi	October 7
11 ñiqin kantaray killapi	October 11
6 ñiqin kantaray killapi	October 6
4 ñiqin kantaray killapi	October 4
5 ñiqin kantaray killapi	October 5
3 ñiqin kantaray killapi	October 3
2 ñiqin kantaray killapi	October 2
Asunción	Asunción
Kawra	Goat
Chiku	Calf
31 ñiqin kantaray killapi	October 31
30 ñiqin kantaray killapi	October 30
29 ñiqin kantaray killapi	October 29
28 ñiqin kantaray killapi	October 28
26 ñiqin kantaray killapi	October 26
25 ñiqin kantaray killapi	October 25
24 ñiqin kantaray killapi	October 24
27 ñiqin kantaray killapi	October 27
22 ñiqin kantaray killapi	October 22
23 ñiqin kantaray killapi	October 23
20 ñiqin kantaray killapi	October 20
21 ñiqin kantaray killapi	October 21
19 ñiqin kantaray killapi	October 19
17 ñiqin kantaray killapi	October 17
16 ñiqin kantaray killapi	October 16
18 ñiqin kantaray killapi	October 18
Heidelberg	Heidelberg
Darmstadt	Darmstadt
Kathidral	Cathedral
Qispi kay	Liberty
15 ñiqin ayamarq'a killapi	November 15
14 ñiqin ayamarq'a killapi	November 14
13 ñiqin ayamarq'a killapi	November 13
12 ñiqin ayamarq'a killapi	November 12
11 ñiqin ayamarq'a killapi	November 11
10 ñiqin ayamarq'a killapi	November 10
7 ñiqin ayamarq'a killapi	November 7
8 ñiqin ayamarq'a killapi	November 8
9 ñiqin ayamarq'a killapi	November 9
6 ñiqin ayamarq'a killapi	November 6
5 ñiqin ayamarq'a killapi	November 5
4 ñiqin ayamarq'a killapi	November 4
3 ñiqin ayamarq'a killapi	November 3
2 ñiqin ayamarq'a killapi	November 2
1 ñiqin ayamarq'a killapi	November 1
Paramaribo	Paramaribo
30 ñiqin ayamarq'a killapi	November 30
29 ñiqin ayamarq'a killapi	November 29
28 ñiqin ayamarq'a killapi	November 28
27 ñiqin ayamarq'a killapi	November 27
26 ñiqin ayamarq'a killapi	November 26
25 ñiqin ayamarq'a killapi	November 25
23 ñiqin ayamarq'a killapi	November 23
24 ñiqin ayamarq'a killapi	November 24
21 ñiqin ayamarq'a killapi	November 21
20 ñiqin ayamarq'a killapi	November 20
22 ñiqin ayamarq'a killapi	November 22
19 ñiqin ayamarq'a killapi	November 19
18 ñiqin ayamarq'a killapi	November 18
17 ñiqin ayamarq'a killapi	November 17
16 ñiqin ayamarq'a killapi	November 16
Belmopan	Belmopan
Carolus Magnus	Charlemagne
San José (Kustarika)	San José, Costa Rica
San Salvador	San Salvador
Canberra	Canberra
Sydney	Sydney
Q'umir	Green
Melbourne	Melbourne
Puka	Red
Perth	Perth
Nina	Fire
Pusitrun	Positron
Wayra pacha	Atmosphere of Earth
Tegucigalpa	Tegucigalpa
Winnipeg qucha	Lake Winnipeg
Managua	Managua
Panama llaqta	Panama City
George Orwell	George Orwell
Trento	Trento
Nabus	Brassica rapa
Nilu mayu	Nile
Chuqichinchay warani	Sirius
Ancona	Ancona
Perugia	Perugia
Qarawasu	Oscar (fish)
Wakupa	Cichla
Kungu mayu	Congo River
Bari	Bari
Niqir mayu	Niger River
Potenza	Potenza
Rabat	Rabat
Aquchinchay	Comet
Tunis	Tunis
Tripoli	Tripoli
Ancud	Ancud
Angol	Angol
Antofagasta	Antofagasta
Tehran	Tehran
Adis Ababa	Addis Ababa
Jakarta	Jakarta
Warmi suwa challwa	Mesonauta festivus
Ankara	Ankara
Niamey	Niamey
Kalama	Calama, Chile
Riyad	Riyadh
1961	1961
Beograd	Belgrade
Dakar	Dakar
Qhamiña	Camiña
Wisaw	Bissau
1960	1960
Hawa wat'a	Java
Accra	Accra
Chiguayante	Chiguayante
Dimashq	Damascus
Ransis Wayana	French Guiana
Chillán	Chillán
Awqaq sipaskuna mayu	Amazon River
Abuja	Abuja
Amman	Amman
Tübingen	Tübingen
Yaoundé	Yaoundé
Coyhaique	Coyhaique
Kinshasa	Kinshasa
Qullchani	Colchane
Brazzaville	Brazzaville
Bujumbura	Bujumbura
Kigali	Kigali
Puriq quyllurcha	Asteroid
Dodoma	Dodoma
Qhupiyapu	Copiapó
Nairobi	Nairobi
Kukimpu	Coquimbo
Coronel (Chili)	Coronel, Chile
Corral	Corral, Chile
Lusaka	Lusaka
Catanzaro	Catanzaro
Maputu	Maputo
Kampala	Kampala
Luanda	Luanda
Muruni	Moroni, Comoros
Galisya	Galicia (Spain)
Yachay wasi	School
Yachay suntur	University
Gaborone	Gaborone
Grace Kelly	Grace Kelly
Wikipidiya:Allinmi hamusqaykichik	Wikipedia:Introduction
Kantawriya	Cantabria
Wasi	House
Awstralya allpa pacha	Australia (continent)
Sinchi kaq	Computer hardware
Qillqanancha kamay	Algebra
Yuskadi	Basque Country (autonomous community)
Nawarra	Navarre
Mayu	River
Paul Simon	Paul Simon
Osasco	Osasco
Aragun	Aragon
36 kñ	36 BC
20 kñ	20 BC
40 kñ	40 BC
39 kñ	39 BC
Urnu ñawch'i	Cape Horn
37 kñ	37 BC
22 kñ	22 BC
38 kñ	38 BC
Glasgow	Glasgow
28 kñ	28 BC
18 kñ	18 BC
15 kñ	15 BC
33 kñ	33 BC
30 kñ	30 BC
12 kñ	12 BC
Dong Hoi antanka pampa	Dong Hoi Airport
Ch'usaq pacha	Outer space
45 kñ	45 BC
46 kñ	46 BC
41 kñ	41 BC
49 kñ	49 BC
42 kñ	42 BC
25 kñ	25 BC
47 kñ	47 BC
10 kñ	10 BC
Michel Platini	Michel Platini
Katiguriya:Wiñay kawsay (Uruwayi)	Category:History of Uruguay
Curitiba	Curitiba
Katiguriya:Umalliq (Khiniya)	Category:Presidents of Guinea
Sach'a-sach'a	Forest
Katiguriya:Wiñay kawsay (Nihun)	Category:History of Japan
Katiguriya:1888	Category:1888
Piyu VIII	Pope Pius VIII
Binidiktu XV	Pope Benedict XV
Franz Beckenbauer	Franz Beckenbauer
Joachim Löw	Joachim Löw
Talka	Talca
Piruwpa wallqanqan	Coat of arms of Peru
Andalién	Andalién River
Jonathan Winters	Jonathan Winters
Katiguriya:Wiñay kawsay (Hurdanya)	Category:History of Jordan
Katiguriya:1421	Category:1421
Katiguriya:1481	Category:1481
Sean Connery	Sean Connery
Iyobpa qillqasqan	Book of Job
Rimakuykunamanta qillqasqa	Book of Proverbs
Rancagua	Rancagua
Khunfuqi	Confucius
Marilyn Monroe	Marilyn Monroe
Corbin Bleu	Corbin Bleu
Karnawal	Carnival
Katiguriya:Yupana	Category:Mathematics
Katiguriya:Wallpasqa rimay	Category:Constructed languages
Aymara simi	Aymara language
Pharuy	Faroe Islands
Mohamed Morsi	Mohamed Morsi
107 kñ	107 BC
Claude Debussy	Claude Debussy
143 kñ	143 BC
Barquisimeto	Barquisimeto
Le Corbusier	Le Corbusier
126 kñ	126 BC
116 kñ	116 BC
136 kñ	136 BC
Tapyamach'aqway	Caecilian
Katiguriya:Umalliq (Unduras)	Category:Presidents of Honduras
113 kñ	113 BC
Q'isa	Nest
140 kñ	140 BC
150 kñ	150 BC
Tunu	Column
Katiguriya:Paqarisqa 1888	Category:1888 births
130 kñ	130 BC
1488	1488
Iwru	Euro
Amirikanu dollar	United States dollar
Allpapura hatun qucha	Mediterranean Sea
Larry Page	Larry Page
Piruwpa llaqta takin	National Anthem of Peru
Hangzhou	Hangzhou
Katiguriya:Yachay suntur (Mama llaqta)	Category:Universities by country
Kristiyanu iñiy	Christianity
1004	1004
Plantilla:Support	Template:Agree
Aoraki Urqu	Aoraki / Mount Cook
Seattle (Washington)	Seattle
Berlin pirqa	Berlin Wall
Arrus	Rice
Baltimore (Maryland)	Baltimore
Céline Dion	Celine Dion
Allpa pacha	Continent
Plantilla:ALA	Template:ALA
Adelaide	Adelaide
Pisqu	Bird
Uma llaqta	Capital city
Munsun (Ispaña)	Monzón
Gujarati simi	Gujarati language
Purtuyis simi	Portuguese language
Killa pacha	Month
Mustafa Kemal Atatürk	Mustafa Kemal Atatürk
1948	1948
Q'aytu kuru	Nematode
1949	1949
Almazán	Almazán
Huang Xianfan	Huang Xianfan
Qhichwa simi	Quechuan languages
1956	1956
1200	1200
1201	1201
1202	1202
1203	1203
1204	1204
1205	1205
1206	1206
1941	1941
1207	1207
1208	1208
1945	1945
1209	1209
1210	1210
1211	1211
1958	1958
1212	1212
1926	1926
1213	1213
1947	1947
1944	1944
1952	1952
Q'ispi umiña	Diamond
Bill Gates	Bill Gates
Nihun simi	Japanese language
Qhawana pampa	Computer monitor
Ñit'isqa ñawra phiruru	DVD
Qhapaq p'anqa	Main Page
1959	1959
1957	1957
Pinchikilla kurur	Inductor
Saratow	Saratov
1214	1214
1215	1215
Isanka rump'u	Basketball
1216	1216
Sirp'i pukllay	Cricket
1217	1217
1218	1218
David Bowie	David Bowie
Antawa llallinakuy	Auto racing
1219	1219
Apuwasinyuq pukllaykuna	Olympic Games
1220	1220
1221	1221
1222	1222
1223	1223
Iwrasya	Eurasia
1224	1224
1225	1225
1226	1226
1227	1227
1228	1228
1229	1229
1230	1230
Yangsi mayu	Yangtze
1231	1231
1232	1232
Missouri mayu	Missouri River
1233	1233
1234	1234
1235	1235
1236	1236
1237	1237
Francisco Goya	Francisco Goya
1238	1238
1239	1239
1240	1240
1241	1241
1242	1242
1243	1243
1244	1244
1245	1245
1246	1246
Himalaya	Himalayas
Antikuna	Andes
Treviso	Treviso
1247	1247
1248	1248
Kaspi hatun qucha	Caspian Sea
1249	1249
1250	1250
Erie qucha	Lake Erie
1251	1251
1252	1252
1253	1253
1254	1254
1255	1255
1256	1256
1257	1257
Ñansa qucha	Lake Victoria
1258	1258
1259	1259
1260	1260
1261	1261
1262	1262
Tanganika qucha	Lake Tanganyika
1263	1263
Paygal qucha	Lake Baikal
1264	1264
1265	1265
1266	1266
1267	1267
1268	1268
1269	1269
1270	1270
1271	1271
1272	1272
Sahtu qucha	Great Bear Lake
1273	1273
1274	1274
1275	1275
1276	1276
1277	1277
Malawi qucha	Lake Malawi
1278	1278
1279	1279
1280	1280
1281	1281
Hatun Isklaw qucha	Great Slave Lake
1282	1282
1283	1283
1284	1284
1285	1285
1286	1286
1287	1287
1288	1288
1289	1289
1290	1290
1291	1291
1292	1292
1293	1293
1294	1294
1295	1295
1296	1296
1297	1297
1298	1298
1299	1299
Salvador Dalí	Salvador Dalí
Albrecht Dürer	Albrecht Dürer
Vincent van Gogh	Vincent van Gogh
Frida Kahlo	Frida Kahlo
Miguel Angel	Michelangelo
Pablo Picasso	Pablo Picasso
Raffaello Sanzio	Raphael
Rembrandt van Rijn	Rembrandt
Peter Paul Rubens	Peter Paul Rubens
Frank Lloyd Wright	Frank Lloyd Wright
1300	1300
1301	1301
1302	1302
1303	1303
1304	1304
1305	1305
Ranpana	Bus
Fra Angelico	Fra Angelico
Sandro Botticelli	Sandro Botticelli
Miguel de Cervantes	Miguel de Cervantes
Babilun	Babylon
Anton Chekhov	Anton Chekhov
Charles Dickens	Charles Dickens
Åland	Åland Islands
Katalunya	Catalonia
1306	1306
1307	1307
Valencia suyu	Valencian Community
1308	1308
1309	1309
La Rioja	La Rioja (Spain)
1310	1310
1311	1311
1312	1312
1313	1313
Adolphe Thiers	Adolphe Thiers
Kastilla Liyunpas	Castile and León
1314	1314
1315	1315
1316	1316
1317	1317
Kastilla Manchapas	Castilla-La Mancha
1318	1318
Madrid suyu	Community of Madrid
1319	1319
1320	1320
1321	1321
1322	1322
1323	1323
Murcia suyu	Region of Murcia
1324	1324
1325	1325
Ikstrimadura	Extremadura
1326	1326
Andalusiya	Andalusia
Petra	Petra
1327	1327
Everton FC	Everton F.C.
1328	1328
Makka	Mecca
Ernesto Guevara	Che Guevara
Novak Djokovic	Novak Djokovic
Kanarya wat'akuna	Canary Islands
Mao Zedong	Mao Zedong
Córdoba (Ispaña)	Córdoba, Andalusia
