អាហ្វ្រិក	Africa
ក្រុមបាល់ទាត់ជម្រើសជាតិ អង់គ្លេស	England national football team
ក្រុមបាល់ទាត់ជម្រើសជាតិ បារាំង	France national football team
ទំព័រគំរូ:Commonscat	Template:Commons category
វិគីភីឌាភាសាអាល្លឺម៉ង់	German Wikipedia
អាស៊ីខាងលិច	Near East
យេនឌ័រ	Gender identity
អង្គការសហភាពអន្តរជាតិដើម្បីអភិរក្សធម្មជាតិ	International Union for Conservation of Nature
ទីក្រុងមេឌេយីណ	Medellín
ប៉ារ៉ាបូល	Parabola
ខេត្តអ៊ីវ៉ាតិ	Iwate Prefecture
ទ្វារសមុទ្រមលក្កា	Strait of Malacca
មហាយាន	Mahayana
ប្រព័ន្ធប្រតិបត្តការ iOS	IOS
ចំនួនបឋម	Prime number
សង្គ្រាម ប្រាំមួយ ថ្ងៃ	Six-Day War
ក្រុងឡូវែល រដ្ឋម៉ាស្សាឈូស៊ែត	Lowell, Massachusetts
សមុទ្រជ្វា	Java Sea
សិប្បកម្មខ្ញុំ	Minecraft
ច្រកសមុទ្រធ្ងន់ធ្ងរ	Dire Straits
វីហ្សួលបេហ៊្សិក.ណេត	Visual Basic .NET
បំណែងចែករដ្ឋបាលនៃកម្ពុជា	Administrative divisions of Cambodia
អនុគមន៍ដឺក្រេទី២	Quadratic function
ច្បាប់អំពែរ	Ampère's circuital law
ជំងឺអ៊ីបូឡា	Ebola virus disease
ច្រកកូរ៉េ	Korea Strait
ឆកសមុទ្រកូរ៉េ	Korea Bay
កង្កែប	Frog
ខ្សែទឹកឃឹរ៉ុស៊ីអុ	Kuroshio Current
ចំណាត់ថ្នាក់ក្រុម:ព្រះមហាក្សត្រ	Category:Monarchs
ចំណាត់ថ្នាក់ក្រុម:រដ្ឋាភិបាល	Category:Government
ទំព័រគំរូ:Infobox legislature	Template:Infobox legislature
ទន្លេយ៉ាលូ	Yalu River
ទំព័រគំរូ:ប្រវត្តិសាស្ត្រថៃ	Template:History of Thailand
ទំព័រគំរូ:ប្រវត្តិសាស្ត្រចិន	Template:History of China
ទំព័រគំរូ:ប្រវត្តិសាស្ត្រអាស៊ី	Template:History of Asia
មីហ្គេល អ៊ីដាលហ្គោ អ៊ី កុស្ទីយ៉ា	Miguel Hidalgo y Costilla
នរោត្តម សីហមុនី	Norodom Sihamoni
ហ៊ុន សែន	Hun Sen
តូក្យូស្កាយទ្រី	Tokyo Skytree
ហោ ណាំហុង	Hor Namhong
ភាសាប៉ាស្តូ	Pashto language
កំណែទម្រង់រូបិយវត្ថុ	Monetary reform
ធនាគារកណ្ដាល	Central bank
Pidgin	Pidgin (software)
​វិលហែម វុឌ	Wilhelm Wundt
យិដា តាដូ	Gerda Taro
មនុស្សពីងពាង	Spider-Man
សារធាតុគីមី	Chemical substance
ចលនានៅក្នុងរូបវិទ្យា	Motion (physics)
ជម្ងឺកញ្ជ្រឹល	Measles
ក្រុមបាល់ទាត់ជម្រើសជាតិ អាហ្សង់ទីន	Argentina national football team
ខ្យល់ព្រះអាទិត្យ	Solar wind
បាល់ទាត់ពិភពលោក ២០១៤	2014 FIFA World Cup
ម៉ូបាល (អាល់ឡាបាម៉ា)	Mobile, Alabama
កុំព្យូទ័រផ្រូក្រាមមីង(Computer programming)	Computer programming
ខេត្តឈីបា	Chiba Prefecture
អាំងតេក្រាល	Integral
ខេត្តអៃឈិ	Aichi Prefecture
វិបត្តិសេដ្ឋកិច្ចឆ្នាំ ១៩៩៧	1997 Asian financial crisis
ខ្មែរ	Adult
សិល្បៈប្រើវោហារបង្ហូរគំនិត	Rhetoric
ឃីមីហ្គាយ៉ុ	Kimigayo
សាល អូហ្គុស្ទីន ដឺ គូឡុំ	Charles-Augustin de Coulomb
ខេត្តអាគីតា	Akita Prefecture
ថ្នាក់ពាក្យ	Part of speech
ស្ថានភាពអភិរក្ស	Conservation status
កាន់ជិ	Kanji
នាម	Name
ប្រវត្តិសាស្ត្រចិន	History of China
អវតារ	Avatar
ច្បាប់គូឡុំ	Coulomb's law
រឿង រ៉ូមេអូ និង ហ្ស៊ុយលីយេ	Romeo and Juliet
សាលីណា កូមាស់	Selena Gomez
ក្រុម (តារាងខួបនៃធាតុគីមី)	Group (periodic table)
ក្រុមបាល់ទាត់ជម្រើសជាតិ ប្រេស៊ីល	Brazil national football team
ទ្រឹស្ដីគមនាគមន៍	Communication theory
កាល ឡែមស្ដែនណឺ	Karl Landsteiner
បាល់ប៉ូឡូញ	Polandball
ឯកសារភាពយន្ត	Documentary film
អនុគមន៍ត្រីកោណមាត្រ	Trigonometric functions
ហ្រាន្ដកូស ហ្វីឡុន	François Fillon
ខួប (តារាងខួបនៃធាតុគីមី)	Period (periodic table)
ល្បែងទាញព្រ័ត្រ	Tug of war
Article (grammar)	Article (grammar)
មេដ្យានទ័រ	Compass (drawing tool)
Rfid	Radio-frequency identification
អ៊ីប៉ូតេនុស	Hypotenuse
ហិចហ្វាន់	Hedge fund
ISO 3166	ISO 3166
សញ្ញាជាតិកូរ៉េខាងជើង	Emblem of North Korea
មេហ្គា	Mega-
គីឡូ	Kilo-
ការតាំងសមាធិ	Meditation
ប៉េតា	Peta-
យ៉ុតតា	Yotta-
សង់ទី	Centi-
ហ្គីហ្គា	Giga-
តេរ៉ា	Tera-
ហ្វង់តូ	Femto-
ហ្សិតតា	Zetta-
ច្រកតារតារី	Strait of Tartary
ហ្សិបតូ	Zepto-
កាតែត	Cathetus
អាត់តូ	Atto-
យ៉ុកតូ	Yocto-
ដេស៊ី	Deci-
ចំណែករដ្ឋបាលនៃម៉ិចស៊ិក	Administrative divisions of Mexico
ម៉ាស៊ីនស្វែងរក	Metasearch engine
អាំងតេក្រាលមិនកំនត់	Antiderivative
Shenyang J-15	Shenyang J-15
កម្មវិធីទីផ្សារអ៊ីម៉ែល	Bulk email software
គណបក្សហ៊្វុនស៊ិនប៉ិច	Funcinpec Party
ខេត្តក្យូតុ	Kyoto Prefecture
តំលៃដាច់ខាត	Absolute value
ហេដ្ឋារចនាសម្ព័ន្ធ	Infrastructure
សាស្ត្រាចារ្យ	Professor
តេគីឡា	Tequila
សន្ធិសញ្ញាប្រេស្ត-លីតូវស្ក	Treaty of Brest-Litovsk
William Thomson, 1st Baron Kelvin	William Thomson, 1st Baron Kelvin
អាណាខេត្តអូសាកា	Osaka Prefecture
ខេត្តអិហ៊ីមិ	Ehime Prefecture
វាំងននដែក	Iron Curtain
Kara (band)	Kara (band)
វីលៀម ជែម	William James
ខេត្តយ៉ាម៉ាកាតា	Yamagata Prefecture
ច្រកតៃវ៉ាន់	Taiwan Strait
គំរោងម៉ាន់ហាត់ថាន់	Manhattan Project
ខេត្តយ៉ាម៉ាហ្គឹឈិ	Yamaguchi Prefecture
ខេត្តខាន់ណាហ្គាវ៉ា	Kanagawa Prefecture
បញ្ចកោណ	Pentagon
តំបន់ជឺហ្គុកឹ	Chūgoku region
ខេត្តណាហ្គាណុ	Nagano Prefecture
ខេត្តសៃតាម៉ា	Saitama Prefecture
ខេត្តមីអិ	Mie Prefecture
ណុត	Knot (unit)
តំបន់តុហុកកឹ	Tōhoku region
ខេត្តហ្គឺនម៉ា	Gunma Prefecture
ជ្រូកទឹក	Dugong
ខ្សែទឹកមហាសមុទ្រ	Ocean current
ខេត្តមីយ៉ាសាគី	Miyazaki Prefecture
ខេត្តឃឹម៉ាម៉ុតុ	Kumamoto Prefecture
មូលដ្ឋានូបនីយកម្មភាសា	Language localisation
Mikoyan MiG-29	Mikoyan MiG-29
សប្ដាហ៏ពិសិដ្ឋ	Holy Week
ឈូងសមុទ្រថៃ	Gulf of Thailand
លី ក្វាន់យូ	Lee Kuan Yew
កម្មសិទ្ធិបញ្ញា	Intellectual property
អាណាខេត្តណារ៉ា	Nara Prefecture
បុព្វបទនៅក្នុងប្រព័ន្ធខ្នាតអន្តរជាតិ	Metric prefix
យន្តហោះប៉ូឡូញកំទេចឆ្នាំ២០១០	2010 Polish Air Force Tu-154 crash
ជនភៀសខ្លួន	Refugee
ហង់រី កាវិនឌីស	Henry Cavendish
បុណ្យចូលឆ្នាំចិន	Chinese New Year
ថេរវាទ	Theravada
តំបន់ខាន់តូ	Kantō region
ខេត្តនីហ្គាតាក់	Niigata Prefecture
ខេត្តយ៉ាម៉ាណាស៊ី	Yamanashi Prefecture
ខេត្តស៊ីម៉ាណិ	Shimane Prefecture
ខេត្តតុយ៉ាម៉ា	Toyama Prefecture
ខេត្តអូកាយ៉ាម៉ា	Okayama Prefecture
ISO 3166-2	ISO 3166-2
ខេត្តអយតាក់	Ōita Prefecture
ខេត្តខូឈិ	Kōchi Prefecture
អង្គការអន្តរជាតិនៃនយោបាយរបស់បារាំង	Organisation internationale de la Francophonie
ភ្នំមេរ៉ាពី	Mount Merapi
ព្រះធម៌	Dharma
តំបន់ឈឺប៊ឹ	Chūbu region
វ៉ាក់សាំង	Vaccine
រោគក្អកមាន់	Pertussis
គន្ថនិទ្ទេស	Bibliography
អាហារខ្មែរ	Cambodian cuisine
កម្ពុជា នៅកីឡាអូឡាំពិករដូវក្ដៅ ២០០៨	Cambodia at the 2008 Summer Olympics
គីមឈី	Kimchi
ខេត្តកំពង់ចាម	Kampong Cham Province
ខ្សែទឹកហ្គ្រីនលែនខាងកើត	East Greenland Current
ខ្សែទឹកប៉ាស៊ីហ្វិកខាងជើង	North Pacific Current
ខ្សែទឹកហាំបុល	Humboldt Current
ខ្សែទឹកអូស្ត្រាលីខាងកើត	East Australian Current
ជ័រទឹក	Resin
ដុនបូស្កូ	John Bosco
ធ្នូរង្វង់	Arc (geometry)
អប្សរា	Apsara
ស្រុក	District
រាជវង្សចោឡា	Chola dynasty
ខ្លារខិន ២ (រថក្រោះ)	Leopard 2
មហាអំណាច កណ្ដាល	Central Powers
អិចសា	Exa-
ហិកតូ	Hecto-
ដេកា	Deca-
រ៉ូបឺតកាប៉ា	Robert Capa
មីល្លី	Milli-
មីក្រូ	Micro-
ពីកូ	Pico-
ណាណូ	Nano-
លីប៉ូល ស៊ីដាស៊ាងហ័រ	Léopold Sédar Senghor
វិគីភីឌាភាសាឥណ្ឌូនេស៊ី	Indonesian Wikipedia
ទន្ដគោម	Agave
ប្រវតិ្តBoney M	Boney M.
វីមេអូ	Vimeo
អំពើអនិត្យានុកូល	Domestic violence
ហង់រី ការចេរ ប្រេស្សុង	Henri Cartier-Bresson
ត្រីកោណសម័ង្ស	Equilateral triangle
ម៉ាក់ណូលា	Magnolia
ចូសេហ្វ ហិនរី	Joseph Henry
មន ស	Morus alba
ពិធីបញ្ជាប់ពាក្យ	Engagement
ត្រីកោណកែង	Right triangle
សមុទ្រហ្វីលីពីន	Philippine Sea
ប្រព័ន្ធកូអ័រដោណេភូមិសាស្ត្រ	Geopolitics
Eurocopter Tiger	Eurocopter Tiger
តេត្រាអែត	Tetrahedron
សឺន សាន	Son Sann
ម៉ោងផែនដី	Earth Hour
នរោត្ដម សីហនុ	Norodom Sihanouk
ទន្លេរីយ៉ូហ្គ្រែនដេ	Rio Grande
សំព័រ	Artocarpus
កម្មវិធីអភិវឌ្ឍន៍សហប្រជាជាតិ	United Nations Development Programme
ម៉ាស៊ីនថត លេកា	Leica Camera
សេវាសាធារណៈ	Public service
មេគុណជីនី	Gini coefficient
នីត្រូគ្លីសេរីន	Nitroglycerin
វណ្ណយុត្តិ	Diacritic
ទង់ជាតិកម្ពុជា	Flag of Cambodia
ក្រុងអង្គរ	Angkor
ក្រពេញទីមុស	Thymus
ទ្រឹស្តីបទកូស៊ីនុស	Law of cosines
ទក្សិណ ជិនវ័ត្រ	Thaksin Shinawatra
ប្រធាន	Subject (grammar)
ហិនរី រ៉េម៉ុន	Henry Jarvis Raymond
អ៊ែង​ហ្គ្រី បឺដ	Angry Birds
អ៊ីពែបូល	Hyperbola
វិសមភាពស្វ័យគុណ	Inequality (mathematics)
ប៊ិច	Pen
ចេក​	Cooking plantain
XHTML	XHTML
ចម្ប៉ាក្រហម	Magnolia champaca
គ្រោះទុរ្ភិក្ស	Famine
អរិយសច្ច៤	Four Noble Truths
ស្តាទិច	Statics
ខេត្តណាហ្គាសាគី	Nagasaki Prefecture
វិគីភីឌាភាសាស្វីស	Swedish Wikipedia
ភ្លើងឆេះព្រៃ	Wildfire
ទ្រឹស្តីបទស៊ីនុស	Law of sines
ច្បាប់ហ៊ូក	Hooke's law
ក្រុមបាល់ទាត់ជម្រើសជាតិ ជប៉ុន	Japan national football team
រោគឈឺចាប់ក្នុងសន្លាក់ឆ្អឹង	Arthritis
ប្លុកហ្គឺ (Blogger)	Blogger (service)
ធម្មនុញ្ញនៃអង្គការសហប្រជាជាតិ	United Nations Charter
Boeing AH-64 Apache	Boeing AH-64 Apache
រោគហើមសួត	Bronchitis
អេមីល្យូ ហ្គីណូ សេហ្គ្រែ	Emilio G. Segrè
Sukhoi Su-27	Sukhoi Su-27
ម៉ាស៊ីនត្រជាក់	Air conditioning
